"","CellName","FACS_population","PassQC","TotalReads","UniqueMap","MulitMap","UnMap","UnMap_per","total_features_by_counts","pct_counts_MT","pct_counts_Ribosome","pct_counts_Hbb","cell_cycle","is_in_Fig_1B","Fig_1B_cluster","Fig_1B_UMAP1","Fig_1B_UMAP2","is_in_Fig_2C","Fig_2C_cluster","Fig_2C_UMAP1","Fig_2C_UMAP2"
"116","Cell_0116","E10.5_Fcs-HE_Gfi1","Pass",523436,442477,41178,39781,7.59997401783599,6602,1.79100691157271,5.1446975181452,0,"G1","yes","C_3",1.11246165778825,0.216653744724737,"yes","C04",5.83158647376789,-2.26797219939779
"117","Cell_0117","E10.5_Fcs-HE_Gfi1","Pass",1178903,979036,105687,94180,7.98878279213811,7360,2.1893926437493,3.45782874144535,0,"S","yes","C_4",-0.0924427410114131,-0.908527205960427,"yes","C06_WT",6.08999431243588,-0.259720458880542
"118","Cell_0118","E10.5_Fcs-HE_Gfi1","Pass",853495,707770,76582,69143,8.10116052232292,6996,2.25297443253734,3.46656165911925,0,"G2M","yes","C_4",-0.659541785026869,-0.941652621785318,"yes","C06_WT",6.31140555500538,-2.4991869466502
"119","Cell_0119","E10.5_Fcs-HE_Gfi1","Pass",2032996,1647715,196690,188591,9.27650620070084,7702,2.97885650264454,3.12200091099665,0.00247832109982763,"S","yes","C_5",-1.61231347622361,-2.64003591264584,"yes","C07",3.77303999932177,-2.86625427561234
"120","Cell_0120","E10.5_Fcs-HE_Gfi1","Pass",1552323,1278706,132057,141560,9.11923613835523,7079,2.25754038089596,6.48305047829799,0,"G2M","yes","C_4",-0.409882269004407,-0.549230452552159,"yes","C05",5.48917566198748,-1.48572994664938
"121","Cell_0121","E10.5_Fcs-HE_Gfi1","Pass",1886453,1533216,193244,159993,8.48115484456809,7420,2.44203271554864,3.69646711960696,0,"G1","yes","C_5",-1.07804172659416,-2.74125430581116,"yes","C07",3.44746609235975,-3.60284255126957
"122","Cell_0122","E10.5_Fcs-HE_Gfi1","Pass",1041081,838857,100190,102034,9.80077438739157,7033,2.67511172734813,3.86202136746846,0,"G1","yes","C_3",0.731752515756688,-0.231147389722355,"yes","C06_WT",5.47652402860552,-2.87306180532046
"123","Cell_0123","E10.5_Fcs-HE_Gfi1","Pass",1513568,1227886,153190,132492,8.75362058394469,7801,3.30833187278066,3.70604236643146,0.0120045425188891,"G1","yes","C_3",0.342976968714179,-2.15530440913266,"yes","C06_WT",3.5378460930027,-3.41448646997329
"124","Cell_0124","E10.5_Fcs-HE_Gfi1","Pass",1024757,845521,86724,92512,9.02770120135798,7065,2.58780673902877,4.6598898980203,0,"G1","yes","C_3",1.2120093201508,-0.492872642020978,"yes","C06_WT",4.2519124043579,-2.78924954799222
"125","Cell_0125","E10.5_Fcs-HE_Gfi1","Pass",1814525,1506532,148314,159679,8.80004408867334,7584,2.06565765047024,4.04395971094985,0,"G2M","yes","C_4",-0.382739371450943,-0.142388591219237,"yes","C04",6.61208976889014,-1.6308669958361
"126","Cell_0126","E10.5_Fcs-HE_Gfi1","Pass",1294275,1071631,118985,103659,8.0090398099322,7347,3.34602366159693,3.09789041954865,0.007166303019445,"G1","yes","C_3",0.477128254364778,-1.667833972776,"yes","C06_WT",3.45095197541737,-3.6124964767627
"127","Cell_0127","E10.5_Fcs-HE_Gfi1","Pass",1794401,1489221,158213,146967,8.19030974681802,7488,1.95414998562652,4.12330514662324,0,"G1","yes","C_3",0.911704323094173,-1.18099407138408,"yes","C06_WT",4.42072748436684,-2.61439464278811
"128","Cell_0128","E10.5_Fcs-HE_Gfi1","Pass",1649960,1360745,148846,140369,8.50741836165725,7595,2.65506131974091,3.79657621900328,0,"G2M","yes","C_4",-0.522455334747232,-1.01353495489319,"yes","C06_WT",4.61591945311536,-2.52413352358934
"129","Cell_0129","E10.5_Fcs-HE_Gfi1","Pass",1499125,1260453,120639,118033,7.8734595180522,7638,2.36909610401327,2.78657836665555,0,"G1","yes","C_3",1.6773742350551,0.0672360427280751,"yes","C06_WT",5.13249960657772,-2.27695644863842
"130","Cell_0130","E10.5_Fcs-HE_Gfi1","Pass",1462719,1202735,131930,128054,8.75451812685827,6938,2.79390639481001,4.21281278962002,0,"G1","yes","C_3",0.922633646135745,-1.16887478400503,"yes","C06_WT",4.31271940370996,-3.31807782989622
"131","Cell_0131","E10.5_Fcs-HE_Gfi1","Pass",1049505,873476,88530,87499,8.33716847466186,7428,3.53177690482871,2.86043159962248,0,"G1","yes","C_3",1.49073459333195,0.143380521226505,"yes","C06_WT",5.22609199263593,-2.38577227975115
"132","Cell_0132","E10.5_Fcs-HE_Gfi1","Pass",1207452,990234,116406,100812,8.34915176752368,7193,2.45533623677063,2.96168165214948,0,"G2M","yes","C_4",-0.85282230970307,-1.06737365752823,"yes","C06_WT",4.09773787280942,-3.01942262709023
"133","Cell_0133","E10.5_Fcs-HE_Gfi1","Pass",1102804,903070,100465,99269,9.00150888099789,6259,2.2362811697334,4.95605056481023,0.0294773764838674,"G2M","yes","C_3",-0.218448165447041,-0.845911573038936,"yes","C05",4.83783815793587,-2.4164769038997
"134","Cell_0134","E10.5_Fcs-HE_Gfi1","Pass",1012522,840724,84119,87679,8.6594661646858,6740,2.23310517622687,3.45700008398421,0,"G2M","yes","C_4",-0.815785669675351,-0.0689389381655417,"yes","C03",5.09398505497476,2.32492991209232
"135","Cell_0135","E10.5_Fcs-HE_Gfi1","Pass",1036206,860703,95973,79530,7.67511479377653,7485,2.84533602424516,3.90968374485978,0,"G2M","yes","C_4",-0.779816468298966,-1.0619832506944,"yes","C06_WT",4.40626163842247,-2.59619200766358
"136","Cell_0136","E10.5_Fcs-HE_Gfi1","Pass",1311406,1079529,129464,102413,7.80940456273648,6817,2.40161319853477,3.27634245345177,0,"G2M","yes","C_4",-1.00717420133937,-0.129758922823134,"yes","C02",4.37467216726393,2.03624681242733
"137","Cell_0137","E10.5_Fcs-HE_Gfi1","Pass",1623878,1326694,155376,141808,8.73267573056597,7254,2.84120479901456,4.29788616999275,0.00136361466976662,"S","yes","C_4",-0.32730778905725,-1.19213392647094,"yes","C06_WT",4.36648988477054,-2.65994663476039
"138","Cell_0138","E10.5_Fcs-HE_Gfi1","Pass",680551,546892,68794,64865,9.53124747447289,5309,3.58010658469686,4.05324616343842,0,"G1","yes","C_3",0.500058579042164,-2.04058826607827,"yes","C06_WT",3.48928854019799,-3.32601842462072
"139","Cell_0139","E10.5_Fcs-HE_Gfi1","Pass",909915,741580,91388,76947,8.45650417896177,6579,3.07248467363866,2.7273446914058,0,"G1","yes","C_3",0.632535687334665,-0.117068868747617,"yes","C06_WT",4.26937245645733,-3.3054927980423
"140","Cell_0140","E10.5_Fcs-HE_Gfi1","Pass",383701,317227,36034,30440,7.93326053359256,6361,2.6397718872109,3.80314711162742,0,"G1","yes","C_3",0.375259605161776,-1.86451751297639,"yes","C06_WT",3.48277701662029,-3.35312242661932
"141","Cell_0141","E10.5_Fcs-HE_Gfi1","Pass",1134736,928272,94569,111895,9.86088394128678,6681,2.10366018992008,2.73096219039788,0.0111390074851199,"G2M","yes","C_5",-1.02776724502859,-1.42820840025567,"yes","C06_WT",3.6655622590867,-2.94670839011199
"142","Cell_0142","E10.5_Fcs-HE_Gfi1","Pass",899254,723217,91896,84141,9.35675571084477,5821,4.7926999909539,3.82265027590601,0,"G1","yes","C_3",0.619312632131126,-1.42476761184095,"yes","C06_WT",4.05956393499017,-2.8548248607856
"143","Cell_0143","E10.5_Fcs-HE_Gfi1","Pass",1753869,1461538,134146,158185,9.01920268845621,6380,1.66067230412275,3.46003833060047,0,"G1","yes","C_3",0.394023078581299,-0.97906561769103,"yes","C06_WT",3.50540830132407,-3.59820576121281
"144","Cell_0144","E10.5_Fcs-HE_Gfi1","Pass",770950,621684,68465,80801,10.4807056229327,6083,3.32871287565092,4.20424920500949,0,"G1","yes","C_3",0.470352812298554,-2.56897621249707,"yes","C06_WT",3.27057540176565,-3.20996232891386
"145","Cell_0145","E10.5_Fcs-HE_Gfi1","Pass",1390440,1130531,128150,131759,9.4760651304623,6594,3.20678822612576,3.80325083618516,0,"G1","yes","C_3",1.51527514791612,-1.01170158183747,"yes","C06_WT",3.83913343022409,-3.00883772576495
"146","Cell_0146","E10.5_Fcs-HE_Gfi1","Pass",1409920,1154972,124405,130543,9.25889412165229,7304,3.49393537763319,3.31696688555535,0,"G1","yes","C_5",-0.664592463115176,-2.33718270341041,"yes","C06_WT",3.37466993737216,-3.79419034985401
"147","Cell_0147","E10.5_Fcs-HE_Gfi1","Pass",1002369,830861,85664,85844,8.56411161957323,6351,3.94076343870779,6.93993194031689,0,"G1","yes","C_3",0.566015703054791,-0.909155697195201,"yes","C06_WT",5.905508315534,-2.77647693846659
"148","Cell_0148","E10.5_Fcs-HE_Gfi1","Pass",850380,684808,82736,82836,9.74105693925069,6103,3.31665417182442,3.53051937862859,0,"G1","yes","C_4",-0.0115016002121369,-1.40428437310625,"yes","C06_WT",3.42111380738197,-3.214262068441
"149","Cell_0149","E10.5_Fcs-HE_Gfi1","Pass",1555713,1292761,123794,139158,8.94496607021989,6280,2.2226103435257,3.656137539964,0.0244725588361102,"G2M","yes","C_3",0.0746390472122842,-0.637973154378326,"yes","C05",5.51821965878787,-1.09120569849139
"150","Cell_0150","E10.5_Fcs-HE_Gfi1","Pass",1073293,884977,93104,95212,8.871016581679,6228,2.0443413213731,2.56064437845719,0,"G2M","yes","C_5",-0.868693301798166,-1.04727870596618,"yes","C06_WT",3.76083263853044,-2.81900957253719
"151","Cell_0151","E10.5_Fcs-HE_Gfi1","Pass",1535884,1252842,142260,140782,9.16618702974964,6467,2.33326709924379,3.23896117540386,0,"G1","yes","C_5",-0.410291396617796,-2.9228306961204,"yes","C07",3.09232168893989,-3.13860889692937
"152","Cell_0152","E10.5_Fcs-HE_Gfi1","Pass",1147222,913666,96565,136991,11.94110642927,6458,3.21659083694847,2.91242970419303,0.0181612306681596,"G2M","yes","C_4",-0.484252409493822,-0.828344768368041,"yes","C06_WT",4.48095227789866,-1.48680123898597
"153","Cell_0153","E10.5_Fcs-HE_Gfi1","Pass",1374533,1147041,116187,111305,8.09765935048486,6366,2.66655248208729,3.36033798635494,0.00924895092917702,"G1","yes","C_3",1.63512880495453,0.0520689298461749,"yes","C05",5.52902109740627,-1.69036245451609
"154","Cell_0154","E11.5_Fcs-Endo","Pass",1709639,1420800,152060,136779,8.00046091601794,7833,2.62577609570951,4.53309943989889,0,"G1","yes","C_1",0.687383049839444,5.05912856019269,"no",NA,NA,NA
"155","Cell_0155","E11.5_Fcs-Endo","Pass",1499534,1253017,135134,111383,7.42784091591121,7985,2.01441502060675,4.14194611404774,0,"G1","yes","C_3",0.813524064042169,1.05170443225599,"no",NA,NA,NA
"156","Cell_0156","E11.5_Fcs-Endo","Pass",1025348,853341,72925,99082,9.66325579217983,7144,3.99519568901759,6.38989482508802,0,"G1","yes","C_2",2.43840933965233,0.680933497114632,"no",NA,NA,NA
"157","Cell_0157","E11.5_Fcs-Endo","Pass",1009285,826776,98119,84390,8.36136472849592,6794,2.98056784191966,4.22385123424985,0,"G1","yes","C_1",0.577397199947681,5.60056156261655,"no",NA,NA,NA
"158","Cell_0158","E11.5_Fcs-Endo","Pass",703744,572070,51729,79945,11.359954756275,5996,1.46990158982066,6.44883920894239,0.000255146951886939,"G1","yes","C_1",1.49123144177822,2.16566465268575,"no",NA,NA,NA
"159","Cell_0159","E11.5_Fcs-Endo","Pass",780809,636811,54462,89536,11.4670809378478,5274,2.96578362605078,7.7604505843578,0,"G1","yes","C_1",-0.0209101692099307,4.1270404100859,"no",NA,NA,NA
"160","Cell_0160","E11.5_Fcs-Endo","Pass",1026526,840610,91059,94857,9.24058426186965,7509,3.5312879708384,4.56921642318235,0,"G1","yes","C_1",-0.329838316834913,4.88752725560546,"no",NA,NA,NA
"161","Cell_0161","E11.5_Fcs-Endo","Pass",1136478,932415,88162,115901,10.1982616469479,7144,4.11996447888916,4.10188100427868,0,"G1","yes","C_2",2.22036832125997,0.514553602076318,"no",NA,NA,NA
"162","Cell_0162","E11.5_Fcs-Endo","Pass",626391,527369,45309,53713,8.57499549003737,6755,3.16936404826524,3.22774482191016,0,"G1","yes","C_2",1.79713447712982,1.40055850446963,"no",NA,NA,NA
"163","Cell_0163","E11.5_Fcs-Endo","Pass",862305,704600,82222,75483,8.75363125576217,6623,4.7828963206778,4.98965209598161,0,"G2M","yes","C_3",0.315732921443597,0.577760364890542,"no",NA,NA,NA
"164","Cell_0164","E11.5_Fcs-Endo","Pass",535827,443952,42145,49730,9.28098061501193,6281,5.37812332637722,3.19230272027184,0,"G2M","yes","C_1",-0.355853728324912,4.53705220887897,"no",NA,NA,NA
"165","Cell_0165","E11.5_Fcs-Endo","Pass",920744,771511,59199,90034,9.77839660100962,5900,6.56001828258013,2.86236645146546,0,"G1","yes","C_1",-0.25190392750141,5.11339988335108,"no",NA,NA,NA
"166","Cell_0166","E11.5_Fcs-Endo","Pass",761486,613765,71266,76455,10.0402371153245,5586,4.23834681110772,5.3240387549588,0,"G1","yes","C_1",0.755870486914663,4.87475765964064,"no",NA,NA,NA
"167","Cell_0167","E11.5_Fcs-Endo","Pass",1046724,860418,80521,105785,10.1062935406086,6122,6.76745284456227,3.20870280647226,0,"G1","yes","C_1",0.128747667539494,4.45620522582591,"no",NA,NA,NA
"168","Cell_0168","E11.5_Fcs-Endo","Pass",580508,456130,36045,88333,15.2165000310073,4059,3.56828276391986,8.26289848010645,0,"G1","yes","C_2",2.50697037132434,0.735870395170419,"no",NA,NA,NA
"169","Cell_0169","E11.5_Fcs-Endo","Pass",1393198,1136704,109943,146551,10.5190360594833,7297,3.19935675770516,4.45751989754543,0,"G2M","yes","C_3",-0.177663660474697,0.0848988138892423,"no",NA,NA,NA
"170","Cell_0170","E11.5_Fcs-Endo","Pass",1354355,1113330,93259,147766,10.9104333797269,6590,3.80924389172342,3.60426970867336,0,"G1","yes","C_4",1.30764344306498,0.760601477506048,"no",NA,NA,NA
"171","Cell_0171","E11.5_Fcs-Endo","Pass",1555930,1308665,111325,135940,8.73689690410237,6902,5.54900921317431,2.32477507242153,0.536660494400993,"G2M","yes","C_4",-0.587284084589616,4.15786522014247,"no",NA,NA,NA
"172","Cell_0172","E11.5_Fcs-Endo","Pass",805159,658923,55947,90289,11.2138099431292,5406,3.29625568656798,5.12732465478003,0.00047363398039629,"G1","yes","C_2",2.61906434191372,0.655172442252846,"no",NA,NA,NA
"173","Cell_0173","E11.5_Fcs-Endo","Pass",772912,627001,48738,97173,12.5723238868073,4860,3.02952185264094,5.30438013207876,0,"G2M","yes","C_3",-0.126290132005237,-0.0518974233248987,"no",NA,NA,NA
"174","Cell_0174","E11.5_Fcs-Endo","Pass",1014300,832447,68338,113515,11.1914620920832,5412,2.62463196992345,5.43425284232459,0.00018118403768628,"G1","yes","C_2",2.62685027702025,0.683020922485109,"no",NA,NA,NA
"175","Cell_0175","E11.5_Fcs-Endo","Pass",1726495,1443954,120623,161918,9.3784227582472,6406,6.56676623793418,3.82341323721826,0.000123435455600267,"G2M","yes","C_4",-0.608105295337249,4.62795877232056,"no",NA,NA,NA
"176","Cell_0176","E11.5_Fcs-Endo","Pass",633157,530517,42604,60036,9.48200841181571,5207,2.72822507330054,4.21380277789484,0,"G1","yes","C_1",0.670285991173563,4.94804887559985,"no",NA,NA,NA
"177","Cell_0177","E11.5_Fcs-Endo","Pass",1135716,939666,101107,94943,8.35974838780118,5764,3.93788997295295,4.41828011699561,0.907816865577048,"G1","yes","C_1",0.407364229002069,4.70020488761943,"no",NA,NA,NA
"178","Cell_0178","E11.5_Fcs-Endo","Pass",1392193,1145193,122399,124601,8.9499803547353,5959,5.78438773782945,3.31870844664429,0,"G2M","yes","C_1",0.000970540935679887,5.91363132579784,"no",NA,NA,NA
"179","Cell_0179","E11.5_Fcs-Endo","Pass",924303,648395,56381,219527,23.7505450052634,4484,3.04476009374739,3.74493310685985,0,"G1","yes","C_2",2.3366887505941,0.660940869670627,"no",NA,NA,NA
"180","Cell_0180","E11.5_Fcs-Endo","Pass",1130963,937937,76641,116385,10.2907875854471,5565,2.34731600889294,4.33738321632372,0,"G1","yes","C_2",2.31847805102488,0.724216617659917,"no",NA,NA,NA
"181","Cell_0181","E11.5_Fcs-Endo","Pass",992722,828878,75061,88783,8.94338999236443,5311,5.725970581143,2.9141065830721,0.000578731613214372,"G2M","yes","C_1",-0.454863222464212,4.81730880309824,"no",NA,NA,NA
"182","Cell_0182","E11.5_Fcs-Endo","Pass",759128,619014,66225,73889,9.73340464322222,5538,3.56920513324925,4.4292211023294,0,"G1","yes","C_1",0.814027650067827,4.88209940827461,"no",NA,NA,NA
"183","Cell_0183","E11.5_Fcs-Endo","Pass",818354,673524,64304,80526,9.83999589419738,5675,3.47307551082785,4.13421320921531,0,"G1","yes","C_3",2.23428826976912,-0.499675279810338,"no",NA,NA,NA
"184","Cell_0184","E11.5_Fcs-Endo","Pass",1312518,1086536,105245,120737,9.19888336769477,6250,2.23496261330406,4.20297699250998,0.0207879916391712,"G1","yes","C_3",1.94999271587379,-0.683126872365016,"no",NA,NA,NA
"185","Cell_0185","E11.5_Fcs-Endo","Pass",1206904,978196,80509,148199,12.2792699336484,4965,2.61655117258814,4.08440178460442,0,"G1","yes","C_2",2.12892718282718,0.901028542473457,"no",NA,NA,NA
"186","Cell_0186","E11.5_Fcs-Endo","Pass",582103,481321,46666,54116,9.29663650591047,5358,2.09969283172653,4.09202883123993,0,"S","yes","C_1",-0.201133384247313,5.06048509489647,"no",NA,NA,NA
"187","Cell_0187","E11.5_Fcs-Endo","Pass",629066,487217,58291,83558,13.2828669805712,3567,1.82471105881776,4.78949884178402,0,"G2M","yes","C_1",-0.255954182575612,5.89765142712644,"no",NA,NA,NA
"188","Cell_0188","E11.5_Fcs-Endo","Pass",443489,361634,39586,42269,9.5310142979871,4913,6.51061153656323,3.38406916206276,0.00995080322883663,"G2M","yes","C_1",-0.638008008402921,5.47599300550128,"no",NA,NA,NA
"189","Cell_0189","E11.5_Fcs-Endo","Pass",1085426,893667,79706,112053,10.3234121902368,5412,2.9868415725333,4.24065751649864,0,"G1","yes","C_2",2.44564803925032,0.275835309022905,"no",NA,NA,NA
"190","Cell_0190","E11.5_Fcs-Endo","Pass",878235,726916,52933,98386,11.202696317045,3979,2.23556216772959,3.60449026727286,0,"G1","yes","C_1",0.414135452935359,4.35979706011742,"no",NA,NA,NA
"191","Cell_0191","E11.5_Fcs-Endo","Pass",533385,398862,45863,88660,16.6221397302136,2857,4.50140009461827,8.80621156132926,0,"G1","yes","C_1",0.750927474337459,4.07947298817253,"no",NA,NA,NA
"192","Cell_0192","E11.5_Fcs-Endo","Pass",1239518,995086,106987,137445,11.0885844336266,5399,3.90388754188574,4.27338540046141,0.000143382948612985,"G1","yes","C_2",2.41902631815923,-0.151372948540926,"no",NA,NA,NA
"193","Cell_0193","E11.5_Fcs-Endo","Pass",1567108,1307149,103535,156424,9.981698772516,5265,2.34761406406975,3.51888468481781,0.000330836254801261,"G1","yes","C_2",2.21942103188181,0.517545792944214,"no",NA,NA,NA
"194","Cell_0194","E11.5_Fcs-Endo","Pass",1093072,861689,110295,121088,11.0777698083932,4081,0.0456436534767848,5.18154692295153,0,"G1","yes","C_1",0.58812615462846,5.83415513644397,"no",NA,NA,NA
"195","Cell_0195","E11.5_Fcs-HE","Pass",769346,633387,51854,84105,10.9320123845448,5445,3.05682413349193,8.23482478939975,0,"G1","yes","C_2",2.31383905466003,0.850845163401846,"no",NA,NA,NA
"196","Cell_0196","E11.5_Fcs-HE","Pass",1064394,873952,89943,100499,9.44189839476735,7682,3.34650485469432,4.71007571111133,0.018936156664019,"G1","yes","C_3",2.04404110026748,0.055226106509557,"no",NA,NA,NA
"197","Cell_0197","E11.5_Fcs-HE","Pass",521500,417096,38049,66355,12.7238734419942,5461,3.37344744541238,9.88898483242066,0,"G2M","yes","C_5",-0.341794928128668,-1.26795422450064,"no",NA,NA,NA
"198","Cell_0198","E11.5_Fcs-HE","Pass",1430547,1191119,120087,119341,8.3423333871589,7882,3.96703105358945,4.11575148541538,0.000357787726926866,"G1","yes","C_3",1.49898865340679,0.405444011252134,"no",NA,NA,NA
"199","Cell_0199","E11.5_Fcs-HE","Pass",1174361,960849,87935,125577,10.69321954663,5763,2.94254777460814,6.23799883439158,0.000153369528542069,"G1","yes","C_2",2.19983293497637,-0.378700764939029,"no",NA,NA,NA
"200","Cell_0200","E11.5_Fcs-HE","Pass",1462777,1197978,130157,134642,9.20454724130883,8209,2.89782282434181,4.47467737501146,0.0437982092721285,"G2M","yes","C_1",-0.642434177235699,4.84653985050577,"no",NA,NA,NA
"201","Cell_0201","E11.5_Fcs-HE","Pass",1162410,863980,84432,213998,18.4098553866536,6504,2.80208979668706,5.07231389324684,0,"G1","yes","C_3",2.00819421397964,-0.906094622947432,"no",NA,NA,NA
"202","Cell_0202","E11.5_Fcs-HE","Pass",883243,727966,66642,88635,10.0351771822703,5412,3.15021613832853,11.9447946685879,0,"G1","yes","C_2",2.30744602034075,-0.529004484527902,"no",NA,NA,NA
"203","Cell_0203","E11.5_Fcs-HE","Pass",492983,400953,33022,59008,11.9695811011739,5039,2.42029653529999,11.2852423753553,0,"G1","yes","C_2",2.24207567322805,-0.122926523024744,"no",NA,NA,NA
"204","Cell_0204","E11.5_Fcs-HE","Pass",690459,568000,52509,69950,10.130941880691,6464,3.02262949706178,4.18405588312466,0,"G1","yes","C_2",1.8550919859509,0.738681643250798,"no",NA,NA,NA
"205","Cell_0205","E11.5_Fcs-HE","Pass",580410,431430,34677,114303,19.6934925311418,4895,2.97369162626357,4.56729553386273,0.00758686965757928,"G1","yes","C_2",2.18379668170323,0.231860250790593,"no",NA,NA,NA
"206","Cell_0206","E11.5_Fcs-HE","Pass",594572,489023,40100,65449,11.0077501126861,5968,2.29279286378465,4.018533986856,0,"G2M","yes","C_3",-0.0941963280839977,0.122288622125275,"no",NA,NA,NA
"207","Cell_0207","E11.5_Fcs-HE","Pass",574347,470174,38540,65633,11.4274123482842,4737,2.39719609952459,10.322726168581,0,"G1","yes","C_2",2.14500336466291,0.874753202116963,"no",NA,NA,NA
"208","Cell_0208","E11.5_Fcs-HE","Pass",653065,524956,48296,79813,12.2212949706384,5700,2.79294789739347,5.04759722074713,0,"G1","yes","C_2",2.09378574412037,0.203978065132201,"no",NA,NA,NA
"209","Cell_0209","E11.5_Fcs-HE","Fail",55395,17412,121,37862,68.3491289827602,40,0.0115868142054342,0.150628584670645,0,NA,"no",NA,NA,NA,"no",NA,NA,NA
"210","Cell_0210","E11.5_Fcs-HE","Pass",573745,408163,29626,135956,23.6962413615805,4560,2.28944767761063,4.16968632187694,0.00219611288020204,"G1","yes","C_2",2.26828394319497,0.597049384533401,"no",NA,NA,NA
"211","Cell_0211","E11.5_Fcs-HE","Pass",651247,535127,53729,62391,9.58023607018535,6109,5.3590932791789,4.78827629737369,0,"G1","yes","C_2",2.10271877764248,0.955754356200139,"no",NA,NA,NA
