gene_id	gene_name	gene_type	seqnames
461	ENSMUSG00000086836	Gm13748	lncRNA	chr1
462	ENSMUSG00000101895	Gm28981	lncRNA	chr1
463	ENSMUSG00000025958	Creb1	protein_coding	chr1
464	ENSMUSG00000025956	Mettl21a	protein_coding	chr1
465	ENSMUSG00000101832	Gm28982	lncRNA	chr1
466	ENSMUSG00000100437	Gm29152	lncRNA	chr1
467	ENSMUSG00000087213	2810408I11Rik	lncRNA	chr1
468	ENSMUSG00000070871	Ccnyl1	protein_coding	chr1
469	ENSMUSG00000045005	Fzd5	protein_coding	chr1
470	ENSMUSG00000051344	Plekhm3	protein_coding	chr1
471	ENSMUSG00000025955	Akr1cl	protein_coding	chr1
472	ENSMUSG00000070870	Cryge	protein_coding	chr1
473	ENSMUSG00000067299	Crygd	protein_coding	chr1
474	ENSMUSG00000025952	Crygc	protein_coding	chr1
475	ENSMUSG00000073658	Crygb	protein_coding	chr1
476	ENSMUSG00000044429	Cryga	protein_coding	chr1
477	ENSMUSG00000044816	D630023F18Rik	protein_coding	chr1
478	ENSMUSG00000025950	Idh1	protein_coding	chr1
479	ENSMUSG00000025949	Pikfyve	protein_coding	chr1
480	ENSMUSG00000025946	Pth2r	protein_coding	chr1
481	ENSMUSG00000025945	Crygf	protein_coding	chr1
482	ENSMUSG00000015222	Map2	protein_coding	chr1
483	ENSMUSG00000073656	Gm10558	lncRNA	chr1
484	ENSMUSG00000055567	Unc80	protein_coding	chr1
485	ENSMUSG00000026005	Rpe	protein_coding	chr1
486	ENSMUSG00000026004	Kansl1l	protein_coding	chr1
487	ENSMUSG00000026003	Acadl	protein_coding	chr1
488	ENSMUSG00000061816	Myl1	protein_coding	chr1
489	ENSMUSG00000026000	Lancl1	protein_coding	chr1
490	ENSMUSG00000025991	Cps1	protein_coding	chr1
491	ENSMUSG00000086204	Gm15668	lncRNA	chr1
492	ENSMUSG00000085075	Gm15669	lncRNA	chr1
493	ENSMUSG00000087329	Gm15671	lncRNA	chr1
494	ENSMUSG00000062209	Erbb4	protein_coding	chr1
495	ENSMUSG00000087514	Gm16076	lncRNA	chr1
496	ENSMUSG00000099804	Gm28497	lncRNA	chr1
497	ENSMUSG00000100354	Gm29113	lncRNA	chr1
498	ENSMUSG00000101156	Gm29114	lncRNA	chr1
499	ENSMUSG00000025997	Ikzf2	protein_coding	chr1
500	ENSMUSG00000100815	Gm29112	lncRNA	chr1
501	ENSMUSG00000099954	Gm28112	lncRNA	chr1
502	ENSMUSG00000053153	Spag16	protein_coding	chr1
503	ENSMUSG00000045648	Vwc2l	protein_coding	chr1
504	ENSMUSG00000026196	Bard1	protein_coding	chr1
505	ENSMUSG00000050296	Abca12	protein_coding	chr1
506	ENSMUSG00000026192	Atic	protein_coding	chr1
507	ENSMUSG00000026193	Fn1	protein_coding	chr1
508	ENSMUSG00000073652	Apol7d	lncRNA	chr1
509	ENSMUSG00000099707	Gm8883	lncRNA	chr1
510	ENSMUSG00000101211	Gm28818	lncRNA	chr1
511	ENSMUSG00000101848	4933417E11Rik	lncRNA	chr1
512	ENSMUSG00000101764	4930556G22Rik	lncRNA	chr1
513	ENSMUSG00000102123	Gm4319	lncRNA	chr1
514	ENSMUSG00000039395	Mreg	protein_coding	chr1
515	ENSMUSG00000026189	Pecr	protein_coding	chr1
516	ENSMUSG00000026188	Tmem169	protein_coding	chr1
517	ENSMUSG00000026187	Xrcc5	protein_coding	chr1
518	ENSMUSG00000039372	March4	protein_coding	chr1
519	ENSMUSG00000039354	Smarcal1	protein_coding	chr1
520	ENSMUSG00000110712	Gm39662	lncRNA	chr1
521	ENSMUSG00000039342	Ankar	protein_coding	chr1
522	ENSMUSG00000046330	Rpl37a	protein_coding	chr1
523	ENSMUSG00000039323	Igfbp2	protein_coding	chr1
524	ENSMUSG00000026185	Igfbp5	protein_coding	chr1
525	ENSMUSG00000101968	1700027A15Rik	lncRNA	chr1
526	ENSMUSG00000026182	Tnp1	protein_coding	chr1
527	ENSMUSG00000101112	Gm29185	lncRNA	chr1
528	ENSMUSG00000099877	Pinc	lncRNA	chr1
529	ENSMUSG00000101812	D530049I02Rik	lncRNA	chr1
530	ENSMUSG00000100444	C530043A13Rik	lncRNA	chr1
531	ENSMUSG00000100429	Gm29186	lncRNA	chr1
532	ENSMUSG00000100301	6030407O03Rik	lncRNA	chr1
533	ENSMUSG00000101344	Gm29183	lncRNA	chr1
534	ENSMUSG00000055322	Tns1	protein_coding	chr1
535	ENSMUSG00000061815	Rufy4	protein_coding	chr1
536	ENSMUSG00000026180	Cxcr2	protein_coding	chr1
537	ENSMUSG00000048480	Cxcr1	protein_coding	chr1
538	ENSMUSG00000006304	Arpc2	protein_coding	chr1
539	ENSMUSG00000064272	Gpbar1	protein_coding	chr1
540	ENSMUSG00000006299	Aamp	protein_coding	chr1
541	ENSMUSG00000101503	Gm28364	lncRNA	chr1
542	ENSMUSG00000026179	Pnkd	protein_coding	chr1
543	ENSMUSG00000006301	Tmbim1	protein_coding	chr1
544	ENSMUSG00000099931	Gm29358	lncRNA	chr1
545	ENSMUSG00000073650	Catip	protein_coding	chr1
546	ENSMUSG00000026177	Slc11a1	protein_coding	chr1
547	ENSMUSG00000026176	Ctdsp1	protein_coding	chr1
548	ENSMUSG00000026175	Vil1	protein_coding	chr1
549	ENSMUSG00000033364	Usp37	protein_coding	chr1
550	ENSMUSG00000026174	Cnot9	protein_coding	chr1
551	ENSMUSG00000026173	Plcd4	protein_coding	chr1
552	ENSMUSG00000026135	Zfp142	protein_coding	chr1
553	ENSMUSG00000026172	Bcs1l	protein_coding	chr1
554	ENSMUSG00000026171	Rnf25	protein_coding	chr1
555	ENSMUSG00000033276	Stk36	protein_coding	chr1
556	ENSMUSG00000033257	Ttll4	protein_coding	chr1
557	ENSMUSG00000026170	Cyp27a1	protein_coding	chr1
558	ENSMUSG00000006542	Prkag3	protein_coding	chr1
559	ENSMUSG00000033227	Wnt6	protein_coding	chr1
560	ENSMUSG00000099472	Gm29539	lncRNA	chr1
561	ENSMUSG00000026167	Wnt10a	protein_coding	chr1
562	ENSMUSG00000089964	Gm16582	lncRNA	chr1
563	ENSMUSG00000090071	Cdk5r2	protein_coding	chr1
564	ENSMUSG00000055197	Fev	protein_coding	chr1
565	ENSMUSG00000006546	Cryba2	protein_coding	chr1
566	ENSMUSG00000047021	Cfap65	protein_coding	chr1
567	ENSMUSG00000089653	Gm15841	lncRNA	chr1
568	ENSMUSG00000006538	Ihh	protein_coding	chr1
569	ENSMUSG00000026162	Nhej1	protein_coding	chr1
570	ENSMUSG00000026205	Slc23a3	protein_coding	chr1
571	ENSMUSG00000033159	Cnppd1	protein_coding	chr1
572	ENSMUSG00000049339	Retreg2	protein_coding	chr1
573	ENSMUSG00000026197	Zfand2b	protein_coding	chr1
574	ENSMUSG00000026198	Abcb6	protein_coding	chr1
575	ENSMUSG00000033124	Atg9a	protein_coding	chr1
576	ENSMUSG00000026199	Ankzf1	protein_coding	chr1
577	ENSMUSG00000026200	Glb1l	protein_coding	chr1
578	ENSMUSG00000026201	Stk16	protein_coding	chr1
579	ENSMUSG00000026202	Tuba4a	protein_coding	chr1
580	ENSMUSG00000096094	A630095N17Rik	protein_coding	chr1
581	ENSMUSG00000026203	Dnajb2	protein_coding	chr1
582	ENSMUSG00000026204	Ptprn	protein_coding	chr1
583	ENSMUSG00000101840	Gm28294	lncRNA	chr1
584	ENSMUSG00000033061	Resp18	protein_coding	chr1
585	ENSMUSG00000100556	Gm28902	lncRNA	chr1
586	ENSMUSG00000026209	Dnpep	protein_coding	chr1
587	ENSMUSG00000026208	Des	protein_coding	chr1
588	ENSMUSG00000085653	Gm15179	lncRNA	chr1
589	ENSMUSG00000026207	Speg	protein_coding	chr1
590	ENSMUSG00000086053	Gm15178	lncRNA	chr1
591	ENSMUSG00000033021	Gmppa	protein_coding	chr1
592	ENSMUSG00000033007	Asic4	protein_coding	chr1
593	ENSMUSG00000032997	Chpf	protein_coding	chr1
594	ENSMUSG00000026211	Obsl1	protein_coding	chr1
595	ENSMUSG00000051703	Tmem198	protein_coding	chr1
596	ENSMUSG00000032968	Inha	protein_coding	chr1
597	ENSMUSG00000026213	Stk11ip	protein_coding	chr1
598	ENSMUSG00000006576	Slc4a3	protein_coding	chr1
599	ENSMUSG00000099996	Gm29065	lncRNA	chr1
600	ENSMUSG00000100827	Gm29069	lncRNA	chr1
601	ENSMUSG00000100553	Gm17751	lncRNA	chr1
602	ENSMUSG00000100534	Gm816	lncRNA	chr1
603	ENSMUSG00000026235	Epha4	protein_coding	chr1
604	ENSMUSG00000101849	Gm28386	lncRNA	chr1
605	ENSMUSG00000102052	Gm28387	lncRNA	chr1
606	ENSMUSG00000004872	Pax3	protein_coding	chr1
607	ENSMUSG00000032908	Sgpp2	protein_coding	chr1
608	ENSMUSG00000099561	Gm28410	lncRNA	chr1
609	ENSMUSG00000026245	Farsb	protein_coding	chr1
610	ENSMUSG00000090486	BC035947	protein_coding	chr1
611	ENSMUSG00000012187	Mogat1	protein_coding	chr1
612	ENSMUSG00000099364	5730419F03Rik	lncRNA	chr1
613	ENSMUSG00000100562	Gm29611	lncRNA	chr1
614	ENSMUSG00000032883	Acsl3	protein_coding	chr1
615	ENSMUSG00000079470	Utp14b	protein_coding	chr1
616	ENSMUSG00000099706	Gm29536	lncRNA	chr1
617	ENSMUSG00000047330	Kcne4	protein_coding	chr1
618	ENSMUSG00000101324	Gm29187	lncRNA	chr1
619	ENSMUSG00000050711	Scg2	protein_coding	chr1
620	ENSMUSG00000054702	Ap1s3	protein_coding	chr1
621	ENSMUSG00000073643	Wdfy1	protein_coding	chr1
622	ENSMUSG00000026248	Mrpl44	protein_coding	chr1
623	ENSMUSG00000026249	Serpine2	protein_coding	chr1
624	ENSMUSG00000099552	9830004L10Rik	lncRNA	chr1
625	ENSMUSG00000043230	Fam124b	protein_coding	chr1
626	ENSMUSG00000101257	2310015K22Rik	lncRNA	chr1
627	ENSMUSG00000004364	Cul3	protein_coding	chr1
628	ENSMUSG00000101722	Gm29125	lncRNA	chr1
629	ENSMUSG00000101483	1700016L21Rik	lncRNA	chr1
630	ENSMUSG00000110100	Gm45261	protein_coding	chr1
631	ENSMUSG00000038608	Dock10	protein_coding	chr1
632	ENSMUSG00000054976	Nyap2	protein_coding	chr1
633	ENSMUSG00000055980	Irs1	protein_coding	chr1
634	ENSMUSG00000022591	Gm9747	protein_coding	chr1
635	ENSMUSG00000026142	Rhbdd1	protein_coding	chr1
636	ENSMUSG00000100786	Gm28940	lncRNA	chr1
637	ENSMUSG00000067158	Col4a4	protein_coding	chr1
638	ENSMUSG00000079465	Col4a3	protein_coding	chr1
639	ENSMUSG00000097564	C430014B12Rik	lncRNA	chr1
640	ENSMUSG00000026150	Mff	protein_coding	chr1
641	ENSMUSG00000101450	Gm28941	lncRNA	chr1
642	ENSMUSG00000026149	Tm4sf20	protein_coding	chr1
643	ENSMUSG00000114299	Gm47791	protein_coding	chr1
644	ENSMUSG00000100170	Gm28942	lncRNA	chr1
645	ENSMUSG00000026159	Agfg1	protein_coding	chr1
646	ENSMUSG00000113880	A030005L19Rik	protein_coding	chr1
647	ENSMUSG00000113973	A030014E15Rik	protein_coding	chr1
648	ENSMUSG00000113846	Gm6217	protein_coding	chr1
649	ENSMUSG00000113084	A030003K21Rik	protein_coding	chr1
650	ENSMUSG00000113925	Gm7544	protein_coding	chr1
651	ENSMUSG00000114011	Gm47955	protein_coding	chr1
652	ENSMUSG00000113097	Gm47959	protein_coding	chr1
653	ENSMUSG00000038496	Slc19a3	protein_coding	chr1
654	ENSMUSG00000100190	Krtap28-10	protein_coding	chr1
655	ENSMUSG00000113267	Gm47969	protein_coding	chr1
656	ENSMUSG00000104423	A030005K14Rik	protein_coding	chr1
657	ENSMUSG00000101315	Krtap28-13	protein_coding	chr1
658	ENSMUSG00000026166	Ccl20	protein_coding	chr1
659	ENSMUSG00000053161	Daw1	protein_coding	chr1
660	ENSMUSG00000026163	Sphkap	protein_coding	chr1
661	ENSMUSG00000100580	4933436I20Rik	lncRNA	chr1
662	ENSMUSG00000045658	Pid1	protein_coding	chr1
663	ENSMUSG00000036766	Dner	protein_coding	chr1
664	ENSMUSG00000026219	Trip12	protein_coding	chr1
665	ENSMUSG00000073633	Fbxo36	protein_coding	chr1
666	ENSMUSG00000026220	Slc16a14	protein_coding	chr1
667	ENSMUSG00000052477	C130026I21Rik	protein_coding	chr1
668	ENSMUSG00000089844	A530032D15Rik	protein_coding	chr1
669	ENSMUSG00000073631	Gm10553	lncRNA	chr1
670	ENSMUSG00000072109	A530040E14Rik	lncRNA	chr1
671	ENSMUSG00000090252	Gm16028	lncRNA	chr1
672	ENSMUSG00000089652	Gm16025	lncRNA	chr1
673	ENSMUSG00000089714	Gm16092	lncRNA	chr1
674	ENSMUSG00000094127	G530012D18Rik	protein_coding	chr1
675	ENSMUSG00000070034	Sp110	protein_coding	chr1
676	ENSMUSG00000090103	Gm16094	lncRNA	chr1
677	ENSMUSG00000070031	Sp140	protein_coding	chr1
678	ENSMUSG00000073628	Gm10552	lncRNA	chr1
679	ENSMUSG00000090246	Gm17017	lncRNA	chr1
680	ENSMUSG00000026222	Sp100	protein_coding	chr1
681	ENSMUSG00000052760	A630001G21Rik	protein_coding	chr1
682	ENSMUSG00000100217	9930111H07Rik	lncRNA	chr1
683	ENSMUSG00000036707	Cab39	protein_coding	chr1
684	ENSMUSG00000026223	Itm2c	protein_coding	chr1
685	ENSMUSG00000026224	4933407L21Rik	protein_coding	chr1
686	ENSMUSG00000099767	Gm28884	lncRNA	chr1
687	ENSMUSG00000049608	Gpr55	protein_coding	chr1
688	ENSMUSG00000100108	Gm28100	lncRNA	chr1
689	ENSMUSG00000026226	Spata3	protein_coding	chr1
690	ENSMUSG00000026227	2810459M11Rik	protein_coding	chr1
691	ENSMUSG00000026229	Psmd1	protein_coding	chr1
692	ENSMUSG00000026228	Htr2b	protein_coding	chr1
693	ENSMUSG00000062590	Armc9	protein_coding	chr1
694	ENSMUSG00000087538	Gm16341	lncRNA	chr1
695	ENSMUSG00000079445	B3gnt7	protein_coding	chr1
696	ENSMUSG00000099644	Gm28626	lncRNA	chr1
697	ENSMUSG00000026234	Ncl	protein_coding	chr1
698	ENSMUSG00000073627	C130036L24Rik	lncRNA	chr1
699	ENSMUSG00000026237	Nmur1	protein_coding	chr1
700	ENSMUSG00000036574	Tex44	protein_coding	chr1
701	ENSMUSG00000026238	Ptma	protein_coding	chr1
702	ENSMUSG00000026239	Pde6d	protein_coding	chr1
703	ENSMUSG00000026240	Cops7b	protein_coding	chr1
704	ENSMUSG00000026241	Nppc	protein_coding	chr1
705	ENSMUSG00000053333	Dis3l2	protein_coding	chr1
706	ENSMUSG00000100768	Gm29055	lncRNA	chr1
707	ENSMUSG00000099401	Gm28375	lncRNA	chr1
708	ENSMUSG00000101625	Gm29371	lncRNA	chr1
709	ENSMUSG00000026246	Alppl2	protein_coding	chr1
710	ENSMUSG00000079440	Alpi	protein_coding	chr1
711	ENSMUSG00000036500	Akp3	protein_coding	chr1
712	ENSMUSG00000099839	Gm29374	lncRNA	chr1
713	ENSMUSG00000026247	Ecel1	protein_coding	chr1
714	ENSMUSG00000036480	Prss56	protein_coding	chr1
715	ENSMUSG00000026251	Chrnd	protein_coding	chr1
716	ENSMUSG00000026253	Chrng	protein_coding	chr1
717	ENSMUSG00000026254	Eif4e2	protein_coding	chr1
718	ENSMUSG00000026255	Efhd1	protein_coding	chr1
719	ENSMUSG00000089821	Efhd1os	lncRNA	chr1
720	ENSMUSG00000048000	Gigyf2	protein_coding	chr1
721	ENSMUSG00000079436	Kcnj13	protein_coding	chr1
722	ENSMUSG00000026258	Snorc	protein_coding	chr1
723	ENSMUSG00000026259	Ngef	protein_coding	chr1
724	ENSMUSG00000079434	Neu2	protein_coding	chr1
725	ENSMUSG00000026288	Inpp5d	protein_coding	chr1
726	ENSMUSG00000026289	Atg16l1	protein_coding	chr1
727	ENSMUSG00000056055	Sag	protein_coding	chr1
728	ENSMUSG00000070738	Dgkd	protein_coding	chr1
729	ENSMUSG00000101942	Gm19582	lncRNA	chr1
730	ENSMUSG00000005501	Usp40	protein_coding	chr1
731	ENSMUSG00000090165	Ugt1a10	protein_coding	chr1
732	ENSMUSG00000092220	Gm20528	lncRNA	chr1
733	ENSMUSG00000090175	Ugt1a9	protein_coding	chr1
734	ENSMUSG00000089675	Ugt1a8	protein_coding	chr1
735	ENSMUSG00000090124	Ugt1a7c	protein_coding	chr1
736	ENSMUSG00000090145	Ugt1a6b	protein_coding	chr1
737	ENSMUSG00000054545	Ugt1a6a	protein_coding	chr1
738	ENSMUSG00000089943	Ugt1a5	protein_coding	chr1
739	ENSMUSG00000090171	Ugt1a2	protein_coding	chr1
740	ENSMUSG00000081984	Dnajb3	protein_coding	chr1
741	ENSMUSG00000089960	Ugt1a1	protein_coding	chr1
742	ENSMUSG00000079429	Mroh2a	protein_coding	chr1
743	ENSMUSG00000044783	Hjurp	protein_coding	chr1
744	ENSMUSG00000036251	Trpm8	protein_coding	chr1
745	ENSMUSG00000085420	4930453O03Rik	lncRNA	chr1
746	ENSMUSG00000026295	Spp2	protein_coding	chr1
747	ENSMUSG00000099553	Gm29538	lncRNA	chr1
748	ENSMUSG00000100908	Gm28888	lncRNA	chr1
749	ENSMUSG00000062310	Glrp1	protein_coding	chr1
750	ENSMUSG00000100798	Gm19589	lncRNA	chr1
751	ENSMUSG00000100367	Gm29336	lncRNA	chr1
752	ENSMUSG00000049866	Arl4c	protein_coding	chr1
753	ENSMUSG00000097398	Platr5	lncRNA	chr1
754	ENSMUSG00000099848	Gm29337	lncRNA	chr1
755	ENSMUSG00000099378	1700067G17Rik	lncRNA	chr1
756	ENSMUSG00000036206	Sh3bp4	protein_coding	chr1
757	ENSMUSG00000101288	Gm28342	lncRNA	chr1
758	ENSMUSG00000099938	C030007H22Rik	lncRNA	chr1
759	ENSMUSG00000055013	Agap1	protein_coding	chr1
760	ENSMUSG00000101662	Gm28499	lncRNA	chr1
761	ENSMUSG00000102009	4933400F21Rik	lncRNA	chr1
762	ENSMUSG00000034486	Gbx2	protein_coding	chr1
763	ENSMUSG00000092627	D130058E05Rik	lncRNA	chr1
764	ENSMUSG00000067081	Asb18	protein_coding	chr1
765	ENSMUSG00000026301	Iqca	protein_coding	chr1
766	ENSMUSG00000100850	4930434B07Rik	lncRNA	chr1
767	ENSMUSG00000044337	Ackr3	protein_coding	chr1
768	ENSMUSG00000101951	Gm28721	lncRNA	chr1
769	ENSMUSG00000101028	Gm28723	lncRNA	chr1
770	ENSMUSG00000101997	Gm28722	lncRNA	chr1
771	ENSMUSG00000034432	Cops8	protein_coding	chr1
772	ENSMUSG00000056128	Gm9991	lncRNA	chr1
773	ENSMUSG00000048126	Col6a3	protein_coding	chr1
774	ENSMUSG00000026303	Mlph	protein_coding	chr1
775	ENSMUSG00000090550	Prlh	protein_coding	chr1
776	ENSMUSG00000026304	Rab17	protein_coding	chr1
777	ENSMUSG00000100791	Gm28199	lncRNA	chr1
778	ENSMUSG00000026305	Lrrfip1	protein_coding	chr1
779	ENSMUSG00000070732	Rbm44	protein_coding	chr1
780	ENSMUSG00000034353	Ramp1	protein_coding	chr1
781	ENSMUSG00000034343	Ube2f	protein_coding	chr1
782	ENSMUSG00000026307	Scly	protein_coding	chr1
783	ENSMUSG00000090322	Gm17090	lncRNA	chr1
784	ENSMUSG00000049515	Espnl	protein_coding	chr1
785	ENSMUSG00000026308	Klhl30	protein_coding	chr1
786	ENSMUSG00000047443	Erfe	protein_coding	chr1
787	ENSMUSG00000026309	Ilkap	protein_coding	chr1
788	ENSMUSG00000100253	1700020N18Rik	lncRNA	chr1
789	ENSMUSG00000067071	Hes6	protein_coding	chr1
790	ENSMUSG00000055866	Per2	protein_coding	chr1
791	ENSMUSG00000100151	Gm28382	lncRNA	chr1
792	ENSMUSG00000034292	Traf3ip1	protein_coding	chr1
793	ENSMUSG00000026311	Asb1	protein_coding	chr1
794	ENSMUSG00000101705	Gm28380	lncRNA	chr1
795	ENSMUSG00000100980	Gm29100	lncRNA	chr1
796	ENSMUSG00000007805	Twist2	protein_coding	chr1
797	ENSMUSG00000101414	Gm29101	lncRNA	chr1
798	ENSMUSG00000026313	Hdac4	protein_coding	chr1
799	ENSMUSG00000101265	Gm29099	lncRNA	chr1
800	ENSMUSG00000026260	Ndufa10	protein_coding	chr1
801	ENSMUSG00000067064	Olfr1416	protein_coding	chr1
802	ENSMUSG00000057464	Olfr1415	protein_coding	chr1
803	ENSMUSG00000042849	Olfr1414	protein_coding	chr1
804	ENSMUSG00000058904	Olfr1413	protein_coding	chr1
805	ENSMUSG00000097001	1700054K02Rik	lncRNA	chr1
806	ENSMUSG00000046300	Olfr1412	protein_coding	chr1
807	ENSMUSG00000062497	Olfr1411	protein_coding	chr1
808	ENSMUSG00000063583	Olfr1410	protein_coding	chr1
809	ENSMUSG00000061616	Olfr12	protein_coding	chr1
810	ENSMUSG00000073616	Cops9	protein_coding	chr1
811	ENSMUSG00000044055	Otos	protein_coding	chr1
812	ENSMUSG00000100546	Gm29483	lncRNA	chr1
813	ENSMUSG00000099665	Gm29482	lncRNA	chr1
814	ENSMUSG00000100781	Gm29481	lncRNA	chr1
815	ENSMUSG00000034220	Gpc1	protein_coding	chr1
816	ENSMUSG00000101995	Gm29480	lncRNA	chr1
817	ENSMUSG00000034212	Ankmy1	protein_coding	chr1
818	ENSMUSG00000047067	Dusp28	protein_coding	chr1
819	ENSMUSG00000097251	5033417F24Rik	lncRNA	chr1
820	ENSMUSG00000026269	Rnpepl1	protein_coding	chr1
821	ENSMUSG00000100632	9430060I03Rik	lncRNA	chr1
822	ENSMUSG00000026270	Capn10	protein_coding	chr1
823	ENSMUSG00000026271	Gpr35	protein_coding	chr1
824	ENSMUSG00000045091	Aqp12	protein_coding	chr1
825	ENSMUSG00000014602	Kif1a	protein_coding	chr1
826	ENSMUSG00000101378	Gm28086	lncRNA	chr1
827	ENSMUSG00000026272	Agxt	protein_coding	chr1
828	ENSMUSG00000034159	Mab21l4	protein_coding	chr1
829	ENSMUSG00000084989	Crocc2	protein_coding	chr1
830	ENSMUSG00000047793	Sned1	protein_coding	chr1
831	ENSMUSG00000026273	Mterf4	protein_coding	chr1
832	ENSMUSG00000101172	Gm28535	lncRNA	chr1
833	ENSMUSG00000026274	Pask	protein_coding	chr1
834	ENSMUSG00000026275	Ppp1r7	protein_coding	chr1
835	ENSMUSG00000034107	Ano7	protein_coding	chr1
836	ENSMUSG00000034088	Hdlbp	protein_coding	chr1
837	ENSMUSG00000026276	Sept2	protein_coding	chr1
838	ENSMUSG00000116048	Sept2	protein_coding	chr1
839	ENSMUSG00000034066	Farp2	protein_coding	chr1
840	ENSMUSG00000026277	Stk25	protein_coding	chr1
841	ENSMUSG00000100927	Gm28536	lncRNA	chr1
842	ENSMUSG00000026278	Bok	protein_coding	chr1
843	ENSMUSG00000026279	Thap4	protein_coding	chr1
844	ENSMUSG00000101952	Gm10550	lncRNA	chr1
845	ENSMUSG00000026280	Atg4b	protein_coding	chr1
846	ENSMUSG00000026281	Dtymk	protein_coding	chr1
847	ENSMUSG00000026283	Ing5	protein_coding	chr1
848	ENSMUSG00000073609	D2hgdh	protein_coding	chr1
849	ENSMUSG00000094651	Gal3st2	protein_coding	chr1
850	ENSMUSG00000093805	Gal3st2b	protein_coding	chr1
851	ENSMUSG00000073608	Gal3st2c	protein_coding	chr1
852	ENSMUSG00000034000	Neu4	protein_coding	chr1
853	ENSMUSG00000026285	Pdcd1	protein_coding	chr1
854	ENSMUSG00000100518	4930440C22Rik	lncRNA	chr1
855	ENSMUSG00000051185	Fam174a	protein_coding	chr1
856	ENSMUSG00000040710	St8sia4	protein_coding	chr1
857	ENSMUSG00000100777	4930598F16Rik	lncRNA	chr1
858	ENSMUSG00000100062	1700063A18Rik	lncRNA	chr1
859	ENSMUSG00000100336	Gm29601	lncRNA	chr1
860	ENSMUSG00000100589	4930533P14Rik	lncRNA	chr1
861	ENSMUSG00000040693	Slco4c1	protein_coding	chr1
862	ENSMUSG00000097814	Panct2	lncRNA	chr1
863	ENSMUSG00000100454	Gm28901	lncRNA	chr1
864	ENSMUSG00000026331	Slco6c1	protein_coding	chr1
865	ENSMUSG00000044768	D1Ertd622e	protein_coding	chr1
866	ENSMUSG00000040648	Ppip5k2	protein_coding	chr1
867	ENSMUSG00000026333	Gin1	protein_coding	chr1
868	ENSMUSG00000026335	Pam	protein_coding	chr1
869	ENSMUSG00000089706	B230216N24Rik	lncRNA	chr1
870	ENSMUSG00000100182	1810006J02Rik	lncRNA	chr1
871	ENSMUSG00000100711	Gm29461	lncRNA	chr1
872	ENSMUSG00000026336	Slco6d1	protein_coding	chr1
873	ENSMUSG00000100009	Gm7967	lncRNA	chr1
874	ENSMUSG00000067028	Cntnap5b	protein_coding	chr1
875	ENSMUSG00000100684	Gm20268	lncRNA	chr1
876	ENSMUSG00000099375	Gm28187	lncRNA	chr1
877	ENSMUSG00000050840	Cdh20	protein_coding	chr1
878	ENSMUSG00000089866	Gm15699	lncRNA	chr1
879	ENSMUSG00000099669	Gm29012	lncRNA	chr1
880	ENSMUSG00000047496	Rnf152	protein_coding	chr1
881	ENSMUSG00000097482	Gm17634	lncRNA	chr1
882	ENSMUSG00000101214	Gm28403	lncRNA	chr1
883	ENSMUSG00000056536	Pign	protein_coding	chr1
884	ENSMUSG00000100672	Gm28404	lncRNA	chr1
885	ENSMUSG00000026319	Relch	protein_coding	chr1
886	ENSMUSG00000026321	Tnfrsf11a	protein_coding	chr1
887	ENSMUSG00000099843	Gm7160	lncRNA	chr1
888	ENSMUSG00000038866	Zcchc2	protein_coding	chr1
889	ENSMUSG00000101583	Gm20753	lncRNA	chr1
890	ENSMUSG00000044340	Phlpp1	protein_coding	chr1
891	ENSMUSG00000100247	A530053M12Rik	lncRNA	chr1
892	ENSMUSG00000057329	Bcl2	protein_coding	chr1
893	ENSMUSG00000054006	D630008O14Rik	lncRNA	chr1
894	ENSMUSG00000009905	Kdsr	protein_coding	chr1
895	ENSMUSG00000009907	Vps4b	protein_coding	chr1
896	ENSMUSG00000067006	Serpinb5	protein_coding	chr1
897	ENSMUSG00000059956	Serpinb12	protein_coding	chr1
898	ENSMUSG00000048775	Serpinb13	protein_coding	chr1
899	ENSMUSG00000044594	Serpinb3a	protein_coding	chr1
900	ENSMUSG00000058017	Serpinb3d	protein_coding	chr1
901	ENSMUSG00000073602	Serpinb3b	protein_coding	chr1
902	ENSMUSG00000073601	Serpinb3c	protein_coding	chr1
903	ENSMUSG00000026327	Serpinb11	protein_coding	chr1
904	ENSMUSG00000087210	Gm15391	lncRNA	chr1
905	ENSMUSG00000067001	Serpinb7	protein_coding	chr1
906	ENSMUSG00000062345	Serpinb2	protein_coding	chr1
907	ENSMUSG00000026315	Serpinb8	protein_coding	chr1
908	ENSMUSG00000086161	Gm15389	lncRNA	chr1
909	ENSMUSG00000100457	D830032E09Rik	lncRNA	chr1
910	ENSMUSG00000026312	Cdh7	protein_coding	chr1
911	ENSMUSG00000047216	Cdh19	protein_coding	chr1
912	ENSMUSG00000101253	Gm29088	lncRNA	chr1
913	ENSMUSG00000038702	Dsel	protein_coding	chr1
914	ENSMUSG00000101453	Gm28189	lncRNA	chr1
915	ENSMUSG00000097648	9330185C12Rik	lncRNA	chr1
916	ENSMUSG00000070695	Cntnap5a	protein_coding	chr1
917	ENSMUSG00000094429	Gm19965	protein_coding	chr1
918	ENSMUSG00000107979	Zfp813-ps	lncRNA	chr1
919	ENSMUSG00000100265	Gm28363	protein_coding	chr1
920	ENSMUSG00000101303	B020011L13Rik	protein_coding	chr1
